"timestamp","user_id","session_id","event_name","string_props","numeric_props","os_name","os_version","locale","app_version","app_build_number","engine_name","engine_version","country_code","country_name","region_name"
"2026-05-31 23:59:56","865E30C1CD484937","178027170163837553","app_resumed","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:59:43","865E30C1CD484937","178027170163837553","bloqueio_add_chocadeira_limit","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:59:13","865E30C1CD484937","178027170163837553","bloqueio_add_chocadeira_limit","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:55:21","865E30C1CD484937","178027170163837553","app_OnboardingComplete","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:55:03","865E30C1CD484937","178027170163837553","app_opened","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:53:02","95A16443DB959D65","178027158027263452","app_opened","{}","{}","Android","16","pt-br","2.1.37","60","","","BR","Brazil","Bahia"
"2026-05-31 23:40:15","4D64BEF9C8F2AFAA","178027071178555571","app_resumed","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:39:36","4D64BEF9C8F2AFAA","178027071178555571","app_resumed","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:39:15","4D64BEF9C8F2AFAA","178027071178555571","ativou_lembretes_inteligentes","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:39:14","4D64BEF9C8F2AFAA","178027071178555571","bateria_otimizacao_aceita","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:39:05","4D64BEF9C8F2AFAA","178027071178555571","iniciou_incubacao","{""anotacao"":""ovos de galinha caipira"",""chocadeira_nome"":""MEUS OVOS"",""especie_ave"":""Galinha"",""usuario_premium"":""Nao""}","{""chocadeira_capacidade"":15,""dias_incubacao_definidos"":21,""ovos_inseridos"":15}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:38:18","4D64BEF9C8F2AFAA","178027071178555571","app_OnboardingComplete","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:38:14","4D64BEF9C8F2AFAA","178027071178555571","app_opened","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Para"
"2026-05-31 23:13:58","27807BD4C700D0BB","178026923100085557","app_opened","{}","{}","Android","15","pt-br","2.1.37","60","","","BR","Brazil","Mato Grosso"
"2026-05-31 23:07:48","FD7250EB54A5A2DB","178026874891401337","app_resumed","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:06:55","FD7250EB54A5A2DB","178026874891401337","app_resumed","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:06:43","FD7250EB54A5A2DB","178026874891401337","ativou_lembretes_inteligentes","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:06:42","FD7250EB54A5A2DB","178026874891401337","bateria_otimizacao_aceita","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:06:38","FD7250EB54A5A2DB","178026874891401337","iniciou_incubacao","{""anotacao"":""Sem Anota\u00E7\u00F5es"",""chocadeira_nome"":""CRIS"",""especie_ave"":""Galinha"",""usuario_premium"":""Nao""}","{""chocadeira_capacidade"":7,""dias_incubacao_definidos"":21,""ovos_inseridos"":7}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:05:52","FD7250EB54A5A2DB","178026874891401337","app_OnboardingComplete","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 23:05:49","FD7250EB54A5A2DB","178026874891401337","app_opened","{}","{}","Android","16","es-us","2.1.37","60","","","PE","Peru","Lima"
"2026-05-31 22:59:45","843AFC5368D2786E","178026838070325885","app_OnboardingComplete","{}","{}","Android","14","pt-br","2.1.37","60","","","BR","Brazil","Minas Gerais"
"2026-05-31 22:59:41","843AFC5368D2786E","178026838070325885","app_opened","{}","{}","Android","14","pt-br","2.1.37","60","","","BR","Brazil","Minas Gerais"
"2026-05-31 22:51:48","02A8202F370889AF","178026787414071674","app_opened","{}","{}","Android","16","en-us","2.1.37","60","","","US","United States","Missouri"
"2026-05-31 22:44:24","482FB99B34ACB663","178026743562465813","opened_tips_from_details","{}","{}","Android","14","pt-br","2.1.37","60","","","BR","Brazil","Sao Paulo"
"2026-05-31 22:43:57","482FB99B34ACB663","178026743562465813","app_opened","{}","{}","Android","14","pt-br","2.1.37","60","","","BR","Brazil","Sao Paulo"
"2026-05-31 21:59:51","A5E8352C5DF77C46","178026479077774143","app_opened","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Pernambuco"
"2026-05-31 21:54:52","63A2B3FA8E8AEEE6","178026449003309297","app_opened","{}","{}","Android","13","pt-br","2.1.37","60","","","BR","Brazil","Maranhao"
"2026-05-31 21:43:50","4897254F1C26D242","178026378445883880","opened_tips_from_details","{}","{}","Android","15","pt-br","2.1.37","60","","","BR","Brazil","Parana"
"2026-05-31 21:43:06","4897254F1C26D242","178026378445883880","app_opened","{}","{}","Android","15","pt-br","2.1.37","60","","","BR","Brazil","Parana"
